Political_ID,Name_Political,Date_Political,Headline_Political,Description_Political
1072,foreign+trade+policy,2015-08-25,Exporters told to look to Africa for new opportunities, and creates job opportunities. A road that delivers high quality public services. A road on which our citizens have certainty about their incomes and can plan for the future without fear of another bust. A new road to a new Ireland.
1073,foreign+trade+policy,2015-08-14,Europe’s Irish presence    in  the transatlantic corridor," Overseas businesses  push back against what they see as unfair antitrust enforcement by Beijing   
            "
1074,foreign+trade+policy,2015-08-12,Full text: Michael Noonan’s Budget 2015 speech  ," The European project is a failed marriage, and only a radical reappraisal of the union – political and, above all, fiscal – can prevent a messy divorce    
            "
1075,foreign+trade+policy,2015-08-11, the price of 20 cigarettes will increase by 40 cents," Juncker unveils new-look EU executive with Britain and France to oversee economic portfolios   
            "
1076,foreign+trade+policy,2015-07-07, assist local business and retailers and drive growth right across the country.," Investors focus on Thursday’s ECB meeting despite warnings that crisis in Ukraine is worsening   
            "
1077,foreign+trade+policy,2015-07-03, have travelled a long road to get to this point. Managing an economy is not just about numbers. Without the support and resilience of the Irish people," Economy grew at  an annualised 6.7 per cent in the first quarter, new figures show   
            "
1078,foreign+trade+policy,2015-05-18, take the road “less travelled by”? A road whose milestones are prudence and caution. A road that delivers stable economic growth. A road that encourages investment. A road that rewards work,"   An   OECD meeting this week reflected the developing view that the digital economy can’t be ringfenced for tax purposes 
            "
1079,foreign+trade+policy,2015-04-13,EU Chamber slams China’s competition policy,"   Introduction of new rules could have enormous implications for Ireland’s success in attracting multinational employers  
            "
1080,foreign+trade+policy,2015-03-24,Europe: mending a bad marriage," Economics: Normalisation of US and British economies  points to serious ECB policy errors    
            "
1081,foreign+trade+policy,2015-03-06,Key economic posts in Commission given to France and Britain,"   US central bank expects continued strong growth as Ben Bernanke steps down 
            "
1082,foreign+trade+policy,2015-01-13,Europe holds nerve as Russia-Ukraine warnings ratchet up," Evidence of a restorative process is to be found in surprising places   
            "
1083,foreign+trade+policy,2014-12-05,Japan’s economy picks up on  surge in capital spending," There must be room for a more coherent consideration of relevant human rights issues in the State’s relationship with the Gulf   
            "
1084,foreign+trade+policy,2014-11-20,Net closing on tax affairs of multinationals," Opinion: In the short term there is a prospect of a spurt of growth but attention needs to be paid to sowing the seeds of long-term prosperity   
            "
1085,foreign+trade+policy,2014-10-30,OECD barks on tax – but can it bite? ," ECB official advises Ireland to keep finances on prudent track   
            "
1086,foreign+trade+policy,2014-10-24,Europe seems determined to replicate Japanese slump ," Interview: Outgoing Revenue Commissioners head is proud of her time leading the department 
            "
1087,foreign+trade+policy,2014-10-14,Fed tapers monthly asset purchase by $10bn amid foreign currency volatility," Derek Moran expressed confidence  that market was in for a ‘soft landing’   
            "
1093,foreign+trade+policy,2014-09-16,New finance chief  told official to disregard property crash fears," US imported 8.27m cars and light trucks last year, more than half from Mexico and Canada
            "
1094,foreign+trade+policy,2014-09-13,Net closing on tax affairs of multinationals," Visit to China by US treasury secretary Steven Mnuchin ‘under consideration’
            "
1095,foreign+trade+policy,2014-09-10,The end of the global housing boom?," Martin Wolf: Beijing must recognise the shift in American perceptions and make some concessions
            "
1096,foreign+trade+policy,2014-09-01,Report highlights Irish exposure to Brexit charges on imports," Beijing says it won’t sit idly by as US president Donald Trump introduces tariffs
            "
1097,foreign+trade+policy,2014-06-09,EU ready to open talks with US to solve trade row," Trade commissioner to meet US trade representative in Brussels over weekend
            "
1098,foreign+trade+policy,2014-04-25,White House reboots China trade war with tariffs announcement," IMF chief Christine Lagarde warns of the economic impact of a trade war
            "
1099,foreign+trade+policy,2014-03-28,Donald Trump launches US inquiry into car imports," The next stage of EU-Britain negotiations will have a lexicon all of its own
            "
1100,foreign+trade+policy,2014-03-21,China and US poised for fresh trade talks," Solar panels and washing machines hit by new import duties
            "
1101,foreign+trade+policy,2014-01-30,How China can avoid a trade war with the US," French president wants to turn the euro zone into a more integrated body
            "
1102,foreign+trade+policy,2014-01-17,China squares up to Trump over $60bn tariff move," Rating agency warns probability that EU-UK negotiations will fail is ‘substantial’
            "
1103,foreign+trade+policy,2014-01-13,EU expects exemption from US steel and aluminium tariffs," Impact of Brexit will be wide, and could take two decades to fully play out
            "
1104,foreign+trade+policy,2014-01-10,EU promises ‘firm response’ if Donald Trump introduces tariffs," Anxiety among frontier businesses over the North’s status in customs union
            "
1105,foreign+trade+policy,2015-01-16,Cliff Taylor’s bluffer’s guide to Brexit – Phase II," Plan could see €850bn-a-day business forced to either relocate or be policed by EU   
            "
1106,foreign+trade+policy,2014-12-27,Trump angers trade partners with protectionist tariffs," Stuart Harbinson believes UK will forge free trade deal with EU as market worth €600bn   
            "
