Economical_ID,Name_Economical,Date_Economical,Headline_Economical,Description_Economical
2861,Inflation rates,2018-02-21,Economy forecast to grow by stronger-than-expected 4.7% this year," Bank of Ireland’s prediction more than one percentage point higher than official forecast
            "
2862,Inflation rates,2018-02-16,Philip Lane: From star pupil to ECB hopeful with Nobel potential," The Central Bank governor could finally secure an ECB executive board seat for Ireland
                    "
2863,Inflation rates,2018-02-13,"Dublin rents to rise to €2,500 before they start to slow"," Tenants in capital now paying €375 a month more than during Celtic Tiger, survey finds
            "
2864,Inflation rates,2018-01-31,Yellen era ends with Fed set for March rate rise," Short-term outlook for inflation upgraded as chairwoman prepares to hand over to Jay Powell
            "
2865,Inflation rates,2018-01-31,Fed expected to keep interest rates steady as Yellen era ends," Monetary policy may tighten gradually later in the year
            "
2866,Inflation rates,2018-01-26,Economy ‘to hit full employment’ in 2019 with record 2.3m in work," Central Bank upgrades forecasts while cautioning about uncertain outlook
            "
2867,Inflation rates,2018-01-24,"Dublin-centric development ‘unsustainable’, warns ESRI"," Think tank highlights growing concentration of economic activity in capital
            "
2868,Inflation rates,2018-01-23,Davos: Warnings on the next financial crisis," Citigroup CEO warns ambivalence is ‘concerning’ as markets ignore risks
            "
2869,Inflation rates,2018-01-18,First-time buyers struggle in NI as house prices set to rise," New survey shows prices rose last month, a trend that is set to continue
            "
2870,Inflation rates,2018-01-11,The days of super-low interest rates seem numbered," Cliff Taylor: tracker mortgage rates will rise in tandem with any ECB rate hikes
            "
2871,Inflation rates,2018-01-09,Who will blink first? Bad politics or good economics," Martin Wolf: Despite the depressing nature of politics the world economy is humming and may yet prove an antidote to populism
            "
2872,Inflation rates,2018-01-06,The Crash – 10 years on: scars remain amid the recovery," The economic bounceback is benefiting many households but the legacy of the crash is still biting
            "
2873,Inflation rates,2018-01-05,US economy falls short on job creation," December figures show 148,000 new jobs but economists had expected 190,000
            "
2874,Inflation rates,2018-01-03,Fed officials unsure of impact from Trump tax cuts," Policy makers also wrestle with outlook for US inflation
            "
2875,Inflation rates,2017-12-29,Business review of 2017: Brexit and Trump fail to halt global boom," This year's international economic renaissance shows how forecasts are more art than science
                    "
2876,Inflation rates,2017-12-15,John FitzGerald: Do we really want to go back to 2008 again?," Failure to prevent overheating of economy would greatly raise risk of subsequent recession
            "
2877,Inflation rates,2017-12-14,ECB to keep rates low for ‘extended period’," Bank reiterates commitment to continue bond purchases at least until end of September
            "
2878,Inflation rates,2017-12-14,"ECB keeps policy unchanged, leaving money taps wide open"," Move comes after ECB agreed to halve asset puchases from January
            "
2879,Inflation rates,2017-12-13,Fed raises US interest rates by quarter point," Move in final meeting under Janet Yellen is in line with policy of gradual tightening of policy
            "
2880,Inflation rates,2017-12-13,What to watch for in the Fed’s final meeting of 2017," Markets expect an interest-rate increase as Janet Yellen bids farewell to top job
            "
2881,Inflation rates,2017-11-28,OECD warns against euro zone interest-rate rises," Intergovernmental economic organisation says rate increase could jeopardise recovery
            "
2882,Inflation rates,2017-11-15,Red faces at Bank of England as inflation forecast misses mark," Inflation now running at 3% in UK, less than had been predicted just two weeks ago
            "
2883,Inflation rates,2017-11-14,"House prices to rise 20% over the next three years, ESRI says"," Think tank says the figure could be even higher if housing supply issues are not addressed
            "
2884,Inflation rates,2017-11-12,Chris Johns: Ireland needs Plan B for life after corporation tax," No need to worry about economy overheating but we need to look past corporate taxes
            "
2885,Inflation rates,2017-11-08,Martin Wolf: Brazil’s crisis presents an opportunity," Its system needs to move from corruption to honesty, opacity to transparency, discretion to predictability, and from looking after the privileged to serving the people.
            "
2886,Inflation rates,2017-11-01,Fed keeps rates on hold but point to December hike," Central bank points to strengthening labour market and rising economic activity
            "
2887,Inflation rates,2017-10-28,Paul Krugman: We are living in the age of Trumpal infallibility," Fed could soon be in the hands of somebody who never learns anything or forgets anything
            "
2888,Inflation rates,2017-10-26,ECB outlines plan to run down quantitative easing," Interest rates left unchanged and expected to remain at current levels until 2019 at least
            "
2889,Inflation rates,2017-10-25,Central banks are preparing for the next crash. Sadly nobody else is," Martin Wolf: Governments have failed to address the many frailties that still lead to financial excess.
            "
2890,Inflation rates,2017-10-23,ECB to halve monthly bond purchases to €30bn," Bank to stretch out the program’s remaining capacity as it waits for inflation to pick up
            "
2891,Inflation rates,2017-10-18,Post-Brexit UK employment nearing record high," Wage growth was little changed and was well behind the rate of inflation
            "
2892,Inflation rates,2017-10-12,Budget 2018 leads to small losses in income at all levels," ESRI analysis: Budget did not do enough to prepare for wage inflation
            "
2893,Inflation rates,2017-10-11,Martin Wolf: The Fed is treading a fine line on monetary tightening," If a big jump in inflation would be destructive, so would excessive tightening
            "
