Tech_ID,Name_Tech,Date_Tech,Headline_Tech,Description_Tech
2063,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
2064,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
2065,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2066,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
2067,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
2068,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2069,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
2070,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
2071,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
2072,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
2073,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
2074,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2075,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
2076,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
2077,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2078,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
2079,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
2080,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
2081,Research+development,2019-09-06,No-deal Brexit capable of derailing economy and reigniting Troubles," Ireland, more than any other EU state, is at the mercy of events way beyond its control
            "
2082,Research+development,2019-09-04,"One in 10 Irish exporters say Brexit has cost them €100,000"," Almost 5% put the cost at more than €250,000 to date
            "
2083,Research+development,2019-08-19,"Hershey takes a bite of Fulfil, Irish CEO pay scales, and after-hours emails"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2084,Research+development,2019-08-09,Agenda: Is the North’s manufacturing landscape shifting rather than dying?," ‘We do have a raft of successful medium-sized ones and a huge amount of successful smaller companies’
            "
2085,Research+development,2019-07-25,Farmers could boost their incomes by switching from beef," John FitzGerald: The economics of beef are on a knife edge – changing makes sense
            "
2086,Research+development,2019-06-20,"Vacant land tax and Brexit budget plans, Netflix price hike and Libra worries"," Business Today: the best news, analysis and comment from The Irish Times business desk
            "
2087,Research+development,2019-10-08,Full text of Paschal Donohoe’s Budget 2020 speech," Minister says this budget has been developed in the shadow of Brexit
            "
2088,Research+development,2019-09-26,Government urged to be more aggressive on taxing vacant sites," ESRI’s latest commentary predicts slowdown in housebuilding despite strong demand
            "
2089,Research+development,2019-09-12,Is it true to say Ireland is one of the world's biggest tax havens? ," Smart Money: Is Ireland’s reputation on tax is taking a big battering
                    "
